#airframe_info, log_version="1.03", log_content_version="1.02", Product="GIFD", airframe_name="Cessna 208B", unit_software_part_number="006-B1177-6K", unit_software_version="20.92", system_software_part_number="006-B2499-12", system_id="264C94CC4", mode=NORMAL, flightstream_header="264C94CC4_5291", 
#yyy-mm-dd, hh:mm:ss,   hh:mm,  ident,      degrees,      degrees,      ft,  inch,  ft msl, deg C,     kt,     kt,     fpm,    deg,    deg,      G,      G,   deg,   deg, volts,  amps,   gals,   gals,      gph,   deg F,     psi,  ft lbs,     rpm,       %,   deg C,  ft wgs,  kt, enum,    deg,    MHz,    MHz,     MHz,     MHz,    fsd,    fsd,     kt,   deg,     nm,    deg,    deg,   bool,  enum,   enum,   deg,   deg,   fpm,   enum,   mt,    mt,     mt,    mt,     mt
  Lcl Date, Lcl Time, UTCOfst, AtvWpt,     Latitude,    Longitude,  AltInd, BaroA,  AltMSL,   OAT,    IAS, GndSpd,    VSpd,  Pitch,   Roll,  LatAc, NormAc,   HDG,   TRK, volt1,  amp1,  FQtyL,  FQtyR, E1 FFlow, E1 OilT, E1 OilP, E1 Torq,   E1 NP,   E1 NG,  E1 ITT,  AltGPS, TAS, HSIS,    CRS,   NAV1,   NAV2,    COM1,    COM2,   HCDI,   VCDI, WndSpd, WndDr, WptDst, WptBrg, MagVar, AfcsOn, RollM, PitchM, RollC, PichC, VSpdG, GPSfix,  HAL,   VAL, HPLwas, HPLfd, VPLwas
          ,         ,        ,       ,             ,             ,  5150.2, 29.91,        ,  15.8,   0.00,       ,  -15.94,   1.88,  -0.05,  -0.01,  -0.00, 256.3,      ,      ,      ,       ,       ,         ,        ,        ,        ,        ,        ,        ,        ,   0,  GPS,  257.0, 113.10, 115.90, 121.900, 132.325,       ,       ,       ,      ,       ,       ,    0.0,       ,      ,       ,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
          ,         ,        ,       ,             ,             ,  5150.2, 29.91,        ,  15.8,   0.00,       ,  -10.93,   1.92,  -0.01,  -0.01,  -0.00, 256.3,      ,      ,      ,       ,       ,         ,        ,        ,        ,        ,        ,        ,        ,   0,  GPS,  257.0, 113.10, 115.90, 121.900, 132.325,       ,       ,       ,      ,       ,       ,    0.2,       ,      ,       ,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2026-07-11, 06:36:52,  +00:00,       ,             ,             ,  5150.2, 29.91,        ,  15.8,   0.00,       ,  -11.04,   1.97,  -0.01,  -0.01,  -0.00, 256.3,      ,      ,      ,       ,       ,         ,        ,        ,        ,        ,        ,        ,        ,   0,  GPS,  257.0, 113.10, 115.90, 121.900, 132.325,       ,       ,       ,      ,       ,       ,    0.2,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2026-07-11, 06:36:53,  +00:00,       ,             ,             ,  5150.2, 29.91,        ,  15.8,   0.00,       ,  -13.44,   1.98,   0.00,  -0.01,   0.00, 256.3,      ,      ,      ,       ,       ,         ,        ,        ,        ,        ,        ,        ,        ,   0,  GPS,  257.0, 113.10, 115.90, 121.900, 132.325,       ,       ,       ,      ,       ,       ,    0.2,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2026-07-11, 06:36:54,  +00:00,       ,             ,             ,  5150.2, 29.91,        ,  15.8,   0.00,       ,  -13.18,   2.00,  -0.01,  -0.01,   0.00, 256.3,      ,      ,      ,       ,       ,         ,        ,        ,        ,        ,        ,        ,        ,   0,  GPS,  257.0, 113.10, 115.90, 121.900, 132.325,       ,       ,       ,      ,       ,       ,    0.2,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2026-07-11, 06:36:55,  +00:00,       ,             ,             ,  5150.2, 29.91,        ,  15.8,   0.00,       ,  -12.82,   2.04,   0.07,  -0.01,  -0.00, 256.3,      ,  28.4,  20.2, 100.12, 105.10,     0.00,   64.83,   -1.11,  -19.98,    0.00,    0.00,   18.86,        ,   0,  GPS,  257.0, 113.10, 115.90, 121.900, 132.325,       ,       ,       ,      ,       ,       ,    0.2,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2026-07-11, 06:36:56,  +00:00,       ,             ,             ,  5150.2, 29.91,        ,  15.8,   0.00,       ,  -14.26,   2.02,  -0.01,  -0.00,  -0.00, 256.3,      ,  28.4,  20.1, 100.04, 105.10,     0.00,   64.83,   -1.11,  -19.99,    0.00,    0.00,   18.86,        ,   0,  GPS,  257.0, 113.10, 115.90, 121.900, 132.325,       ,       ,       ,      ,       ,       ,    0.2,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2026-07-11, 06:36:57,  +00:00,       ,             ,             ,  5150.2, 29.91,        ,  15.8,   0.00,       ,  -12.53,   2.09,   0.10,  -0.02,   0.00, 256.3,      ,  28.4,  19.7,  99.97, 105.18,     0.00,   64.83,   -1.11,  -19.99,    0.00,    0.00,   18.86,        ,   0,  GPS,  257.0, 113.10, 115.90, 121.900, 132.325,       ,       ,       ,      ,       ,       ,    0.2,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2026-07-11, 06:36:58,  +00:00,       ,             ,             ,  5150.2, 29.91,        ,  15.8,   0.00,       ,  -10.83,   2.11,   0.08,  -0.01,  -0.00, 256.3,      ,  28.4,  19.7,  99.97, 105.18,     0.00,   64.83,   -1.10,  -20.01,    0.00,    0.00,   18.87,        ,   0,  GPS,  257.0, 113.10, 115.90, 121.900, 132.325,       ,       ,       ,      ,       ,       ,    0.2,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2026-07-11, 06:36:59,  +00:00,       ,             ,             ,  5150.2, 29.91,        ,  15.8,   0.00,       ,  -11.69,   2.16,   0.11,  -0.00,   0.01, 256.3,      ,  28.4,  19.3,  99.97, 105.18,     0.00,   64.83,   -1.11,  -20.01,    0.00,    0.00,   18.87,        ,   0,  GPS,  257.0, 113.10, 115.90, 121.900, 132.325,       ,       ,       ,      ,       ,       ,    0.2,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2026-07-11, 06:37:00,  +00:00,       ,             ,             ,  5150.2, 29.91,        ,  15.8,   0.00,       ,   -8.70,   2.14,   0.03,  -0.01,  -0.00, 256.3,      ,  28.4,  19.1,  99.97, 105.26,     0.00,   64.83,   -1.10,  -20.02,    0.00,    0.00,   18.87,        ,   0,  GPS,  257.0, 113.10, 115.90, 121.900, 132.325,       ,       ,       ,      ,       ,       ,    0.2,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2026-07-11, 06:37:01,  +00:00,       ,             ,             ,  5150.2, 29.91,        ,  15.8,   0.00,       ,   -7.65,   2.14,   0.04,  -0.02,  -0.00, 256.3,      ,  28.4,  18.7,  99.90, 105.26,     0.00,   64.83,   -1.11,  -20.00,    0.00,    0.00,   18.87,        ,   0,  GPS,  257.0, 113.10, 115.90, 121.900, 132.325,       ,       ,       ,      ,       ,       ,    0.2,      0,  NONE,   NONE,      ,      ,      , NoSoln, 3704,      ,       ,      ,       
2026-07-11, 06:37:02,  +00:00,       ,   -1.3186450,   36.8135490,  5150.2, 29.91,  5524.1,  15.8,   0.00,   9.06,   -5.58,   2.13,   0.08,  -0.00,   0.01, 256.4, 270.0,  28.4,  18.5,  99.90, 105.34,     0.00,   64.83,   -1.12,  -19.99,    0.00,    0.00,   18.87,  5472.7,   0,  GPS,  257.0, 113.10, 115.90, 121.900, 132.325,       ,       ,       ,      ,       ,       ,    0.2,      0,  NONE,   NONE,      ,      ,  -3.9,     3D, 3704,      ,       ,      ,       
2026-07-11, 06:37:03,  +00:00,       ,   -1.3186429,   36.8135452,  5150.2, 29.91,  5522.0,  15.8,   0.00,   4.02,   -9.69,   2.14,   0.01,  -0.01,  -0.00, 256.3, 269.7,  28.4,  17.9,  99.84, 105.34,     0.00,   64.83,   -1.11,  -20.01,    0.00,    0.00,   18.88,  5470.5,   0,  GPS,  257.0, 113.10, 115.90, 121.900, 132.325,       ,       ,       ,      ,       ,       ,    0.2,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 3704,      ,       ,      ,       
2026-07-11, 06:37:04,  +00:00,       ,   -1.3186433,   36.8135490,  5530.4, 30.33,  5520.2,  15.8,   0.00,   0.00,  -13.12,   2.13,   0.01,  -0.01,   0.00, 256.3, 269.6,  28.5,  17.9,  99.84, 105.34,     0.00,   64.83,   -1.11,  -20.02,    0.00,    0.00,   18.87,  5468.7,   0,  GPS,  257.0, 113.10, 115.90, 121.900, 132.325,       ,       ,       ,      ,       ,       ,    0.2,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 3704,      ,       ,      ,       
2026-07-11, 06:37:05,  +00:00,       ,   -1.3186443,   36.8135529,  5530.4, 30.33,  5520.3,  15.8,   0.00,   0.00,  -14.83,   2.13,   0.01,  -0.01,  -0.00, 256.3, 269.6,  28.4,  17.5,  99.84, 105.34,     0.00,   64.83,   -1.11,  -20.01,    0.00,    0.00,   18.87,  5468.9,   0,  GPS,  257.0, 113.10, 115.90, 121.900, 132.325,       ,       ,       ,      ,       ,       ,    0.2,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 3704,      ,       ,      ,       
2026-07-11, 06:37:06,  +00:00,       ,   -1.3186458,   36.8135567,  5529.4, 30.33,  5520.7,  15.8,   0.00,   0.00,  -14.86,   2.14,   0.02,  -0.01,   0.01, 256.3, 269.6,  28.5,  17.3,  99.84, 105.34,     0.00,   64.83,   -1.11,  -20.01,    0.00,    0.00,   18.88,  5469.2,   0,  GPS,  257.0, 113.10, 115.90, 121.900, 132.325,       ,       ,       ,      ,       ,       ,    0.2,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 3704,      ,       ,      ,       
2026-07-11, 06:37:07,  +00:00,  RACEC,   -1.3186450,   36.8135605,  5529.4, 30.33,  5522.4,  15.8,   0.00,   0.00,  -15.35,   2.18,   0.01,  -0.01,   0.01, 256.4, 269.6,  28.5,  17.2,  99.84, 105.34,     0.00,   64.83,   -1.11,  -20.02,    0.00,    0.00,   18.88,  5470.9,   0,  GPS,  278.6, 113.10, 115.90, 121.900, 132.325, -0.142,       ,       ,      ,    4.2,  -83.3,    0.2,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,      ,       
2026-07-11, 06:37:08,  +00:00,  RACEC,   -1.3186433,   36.8135681,  5529.4, 30.33,  5524.5,  15.8,   0.00,   0.00,  -15.71,   2.20,   0.02,  -0.01,  -0.00, 256.4, 269.6,  28.5,  17.0,  99.78, 105.34,     0.00,   64.83,   -1.11,  -20.01,    0.00,    0.00,   18.88,  5473.1,   0,  GPS,  278.6, 113.10, 115.90, 121.900, 132.325, -0.142,       ,       ,      ,    4.2,  -83.3,    0.2,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,      ,       
2026-07-11, 06:37:09,  +00:00,  RACEC,   -1.3186412,   36.8135719,  5529.4, 30.33,  5525.1,  15.8,   0.00,   0.00,  -13.73,   2.18,   0.02,  -0.00,   0.00, 256.3, 269.6,  28.4,  16.5,  99.78, 105.34,     0.00,   64.83,   -1.11,  -20.02,    0.00,    0.00,   18.88,  5473.7,   0,  GPS,  278.6, 113.10, 115.90, 121.900, 132.325, -0.142,       ,       ,      ,    4.2,  -83.3,    0.2,      0,  NONE,   NONE,      ,      ,  -3.9,     3D, 1852,      ,       ,      ,       
2026-07-11, 06:37:10,  +00:00,  RACEC,   -1.3186413,   36.8135757,  5529.4, 30.33,  5525.2,  15.8,   0.00,   0.00,  -11.12,   2.19,   0.04,  -0.00,  -0.00, 256.4, 269.6,  28.5,  16.5,  99.78, 105.34,     0.00,   64.83,   -1.11,  -20.02,    0.00,    0.00,   18.88,  5473.8,   0,  GPS,  278.6, 113.10, 115.90, 121.900, 132.325, -0.142,       ,       ,      ,    4.2,  -83.3,    0.2,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,      ,       
2026-07-11, 06:37:11,  +00:00,  RACEC,   -1.3186408,   36.8135757,  5529.4, 30.33,  5523.6,  15.8,   0.00,   0.00,  -13.13,   2.13,   0.02,  -0.01,   0.00, 256.3, 269.6,  28.5,  16.2,  99.78, 105.34,     0.00,   64.83,   -1.11,  -20.01,    0.00,    0.00,   18.87,  5472.2,   0,  GPS,  278.6, 113.10, 115.90, 121.900, 132.325, -0.142,       ,       ,      ,    4.2,  -83.3,    0.2,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,      ,       
2026-07-11, 06:37:12,  +00:00,  RACEC,   -1.3186400,   36.8135796,  5529.4, 30.33,  5523.9,  15.8,   0.00,   0.00,  -14.70,   2.10,   0.01,  -0.01,  -0.01, 256.3, 269.6,  28.5,  15.9,  99.78, 105.34,     0.00,   64.83,   -1.10,  -20.01,    0.00,    0.00,   18.87,  5472.4,   0,  GPS,  278.6, 113.10, 115.90, 121.900, 132.325, -0.142,       ,       ,      ,    4.2,  -83.3,    0.2,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,      ,       
2026-07-11, 06:37:13,  +00:00,  RACEC,   -1.3186389,   36.8135796,  5529.4, 30.33,  5523.8,  15.8,   0.00,   0.00,  -15.46,   2.11,   0.04,  -0.01,  -0.00, 256.3, 269.6,  28.5,  15.9,  99.78, 105.34,     0.00,   64.83,   -1.10,  -20.00,    0.00,    0.00,   18.87,  5472.3,   0,  GPS,  278.6, 113.10, 115.90, 121.900, 132.325, -0.142,       ,       ,      ,    4.2,  -83.3,    0.2,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,      ,       
2026-07-11, 06:37:14,  +00:00,  RACEC,   -1.3186347,   36.8135796,  5529.4, 30.33,  5522.4,  15.8,   0.00,   0.00,  -15.46,   2.21,   0.05,  -0.02,  -0.00, 256.4, 269.6,  28.5,  15.7,  99.78, 105.34,     0.00,   64.83,   -1.10,  -20.01,    0.00,    0.00,   18.86,  5470.9,   0,  GPS,  278.6, 113.10, 115.90, 121.900, 132.325, -0.143,       ,       ,      ,    4.2,  -83.3,    0.2,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,      ,       
2026-07-11, 06:37:15,  +00:00,  RACEC,   -1.3186347,   36.8135796,  5529.4, 30.33,  5521.6,  15.8,   0.00,   0.00,  -14.79,   2.19,   0.03,  -0.01,  -0.01, 256.3, 269.6,  28.5,  15.6,  99.78, 105.34,     0.00,   64.83,   -1.11,  -20.02,    0.00,    0.00,   18.86,  5470.1,   0,  GPS,  278.6, 113.10, 115.90, 121.900, 132.325, -0.143,       ,       ,      ,    4.2,  -83.3,    0.2,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,      ,       
2026-07-11, 06:37:16,  +00:00,  RACEC,   -1.3186347,   36.8135796,  5529.4, 30.33,  5520.8,  15.8,   0.00,   0.00,   -9.35,   2.19,   0.07,   0.00,   0.01, 256.3, 269.6,  28.5,  15.5,  99.78, 105.34,     0.00,   64.83,   -1.10,  -20.02,    0.00,    0.00,   18.86,  5469.4,   0,  GPS,  278.6, 113.10, 115.90, 121.900, 132.325, -0.143,       ,       ,      ,    4.2,  -83.3,    0.2,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,      ,       
2026-07-11, 06:37:17,  +00:00,  RACEC,   -1.3186342,   36.8135796,  5529.4, 30.33,  5520.0,  15.8,   0.00,   0.00,   -9.83,   2.19,   0.08,  -0.00,   0.00, 256.3, 269.6,  28.5,  15.2,  99.78, 105.34,     0.00,   64.83,   -1.11,  -20.02,    0.00,    0.00,   18.86,  5468.5,   0,  GPS,  278.6, 113.10, 115.90, 121.900, 132.325, -0.143,       ,       ,      ,    4.2,  -83.3,    0.2,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       ,      ,       
2026-07-11, 06:37:18,  +00:00,  RACEC,   -1.3186339,   36.8135834,  5529.4, 30.33,  5519.5,  15.8,   0.00,   0.00,  -12.59,   2.18,   0.10,  -0.01,  -0.00, 256.3, 269.6,  28.5,  14.8,  99.78, 105.34,     0.00,   64.83,   -1.11,  -20.02,    0.00,    0.00,   18.86,  5468.0,   0,  GPS,  278.6, 113.10, 115.90, 121.900, 132.325, -0.143,       ,       ,      ,    4.2,  -83.3,    0.2,      0,  NONE,   NONE,      ,      ,   3.9,     3D, 1852,      ,       ,      ,       
2026-07-11, 06:37:19,  +00:00,  RACEC,   -1.3186358,   36.8135834,  5529.4, 30.33,  5521.1,  15.8,   0.00,   0.00,   -9.52,   2.20,   0.09,  -0.01,  -0.01, 256.3, 269.6,  28.5,  15.0,  99.78, 105.34,     0.00,   64.83,   -1.11,  -20.02,    0.00,    0.00,   18.86,  5469.7,   0,  GPS,  278.6, 113.10, 115.90, 121.900, 132.325, -0.142,       ,       ,      ,    4.2,  -83.3,    0.2,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       , 1873.5,       
2026-07-11, 06:37:20,  +00:00,  RACEC,   -1.3186347,   36.8135872,  5529.4, 30.33,  5520.7,  15.8,   0.00,   0.00,  -10.57,   2.20,   0.08,  -0.01,   0.00, 256.3, 269.6,  28.5,  14.8,  99.78, 105.34,     0.00,   64.83,   -1.11,  -20.03,    0.00,    0.00,   18.87,  5469.3,   0,  GPS,  278.6, 113.10, 115.90, 121.900, 132.325, -0.143,       ,       ,      ,    4.2,  -83.3,    0.2,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       , 1867.0,       
2026-07-11, 06:37:21,  +00:00,  RACEC,   -1.3186331,   36.8135872,  5529.4, 30.33,  5519.2,  15.8,   0.00,   0.00,  -12.27,   2.19,   0.09,  -0.02,  -0.00, 256.3, 269.6,  28.5,  14.6,  99.78, 105.41,     0.00,   64.83,   -1.12,  -20.03,    0.00,    0.00,   18.87,  5467.7,   0,  GPS,  278.6, 113.10, 115.90, 121.900, 132.325, -0.143,       ,       ,      ,    4.2,  -83.3,    0.2,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       , 1864.5,       
2026-07-11, 06:37:22,  +00:00,  RACEC,   -1.3186333,   36.8135872,  5529.4, 30.33,  5518.9,  15.8,   0.00,   0.00,   -7.44,   2.19,   0.10,  -0.00,  -0.00, 256.3, 269.6,  28.5,  14.5,  99.78, 105.41,     0.00,   64.83,   -1.11,  -20.03,    0.00,    0.00,   18.87,  5467.5,   0,  GPS,  278.6, 113.10, 115.90, 121.900, 132.325, -0.143,       ,       ,      ,    4.2,  -83.3,    0.2,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       , 1863.0,       
2026-07-11, 06:37:23,  +00:00,  RACEC,   -1.3186344,   36.8135872,  5529.4, 30.33,  5519.2,  15.8,   0.00,   0.00,   -3.40,   2.21,   0.11,   0.01,  -0.01, 256.3, 269.6,  28.5,  14.5,  99.78, 105.41,     0.00,   64.83,   -1.11,  -20.03,    0.00,    0.00,   18.87,  5467.7,   0,  GPS,  278.6, 113.10, 115.90, 121.900, 132.325, -0.143,       ,       ,      ,    4.2,  -83.3,    0.2,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       , 1861.0,       
2026-07-11, 06:37:24,  +00:00,  RACEC,   -1.3186351,   36.8135872,  5529.4, 30.33,  5518.5,  15.8,   0.00,   0.00,   -1.38,   2.19,   0.11,  -0.01,   0.00, 256.3, 269.6,  28.5,  14.3,  99.78, 105.41,     0.00,   64.83,   -1.12,  -20.03,    0.00,    0.00,   18.87,  5467.0,   0,  GPS,  278.6, 113.10, 115.90, 121.900, 132.325, -0.143,       ,       ,      ,    4.2,  -83.3,    0.2,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       , 1860.0,       
2026-07-11, 06:37:25,  +00:00,  RACEC,   -1.3186356,   36.8135872,  5529.4, 30.33,  5518.3,  15.8,   0.00,   0.00,   -0.53,   2.19,   0.11,  -0.01,  -0.01, 256.3, 269.6,  28.5,  14.3,  99.78, 105.49,     0.00,   64.83,   -1.11,  -20.02,    0.00,    0.00,   18.87,  5466.8,   0,  GPS,  278.6, 113.10, 115.90, 121.900, 132.325, -0.143,       ,       ,      ,    4.2,  -83.3,    0.2,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       , 1858.5,       
2026-07-11, 06:37:26,  +00:00,  RACEC,   -1.3186358,   36.8135872,  5529.4, 30.33,  5517.6,  15.8,   0.00,   0.00,   -0.19,   2.18,   0.15,  -0.01,  -0.00, 256.3, 269.6,  28.5,  14.3,  99.78, 105.49,     0.00,   64.83,   -1.12,  -20.02,    0.00,    0.00,   18.87,  5466.2,   0,  GPS,  278.6, 113.10, 115.90, 121.900, 132.325, -0.143,       ,       ,      ,    4.2,  -83.3,    0.2,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       , 1856.5,       
2026-07-11, 06:37:27,  +00:00,  RACEC,   -1.3186358,   36.8135872,  5529.4, 30.33,  5516.7,  15.8,   0.00,   0.00,   -0.23,   2.14,   0.15,  -0.00,  -0.00, 256.3, 269.6,  28.5,  14.2,  99.78, 105.49,     0.00,   64.83,   -1.11,  -20.02,    0.00,    0.00,   18.86,  5465.3,   0,  GPS,  278.6, 113.10, 115.90, 121.900, 132.325, -0.143,       ,       ,      ,    4.2,  -83.3,    0.2,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       , 1855.0,       
2026-07-11, 06:37:28,  +00:00,  RACEC,   -1.3186364,   36.8135872,  5529.4, 30.33,  5516.2,  15.8,   0.00,   0.00,   -6.18,   2.14,   0.18,  -0.00,   0.01, 256.3, 269.6,  28.5,  13.9,  99.78, 105.49,     0.00,   64.83,   -1.10,  -20.02,    0.00,    0.00,   18.86,  5464.7,   0,  GPS,  278.6, 113.10, 115.90, 121.900, 132.325, -0.142,       ,       ,      ,    4.2,  -83.3,    0.2,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       , 1854.0,       
2026-07-11, 06:37:29,  +00:00,  RACEC,   -1.3186371,   36.8135872,  5529.4, 30.33,  5515.8,  15.8,   0.00,   0.00,  -11.41,   2.14,   0.18,  -0.01,  -0.01, 256.4, 269.6,  28.5,  14.0,  99.71, 105.57,     0.00,   64.83,   -1.11,  -20.02,    0.00,    0.00,   18.86,  5464.3,   0,  GPS,  278.6, 113.10, 115.90, 121.900, 132.325, -0.142,       ,       ,      ,    4.2,  -83.3,    0.2,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       , 1852.5,       
2026-07-11, 06:37:30,  +00:00,  RACEC,   -1.3186375,   36.8135872,  5529.4, 30.33,  5515.5,  15.8,   0.00,   0.00,   -8.39,   2.15,   0.21,  -0.02,   0.00, 256.4, 269.6,  28.5,  13.8,  99.71, 105.57,     0.00,   64.83,   -1.10,  -20.02,    0.00,    0.00,   18.85,  5464.1,   0,  GPS,  278.6, 113.10, 115.90, 121.900, 132.325, -0.142,       ,       ,      ,    4.2,  -83.3,    0.2,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       , 1851.0,       
2026-07-11, 06:37:31,  +00:00,  RACEC,   -1.3186381,   36.8135872,  5529.4, 30.33,  5515.2,  15.8,   0.00,   0.00,   -9.85,   2.13,   0.20,  -0.01,   0.00, 256.4, 269.6,  28.5,  13.7,  99.71, 105.57,     0.00,   64.83,   -1.11,  -20.01,    0.00,    0.00,   18.86,  5463.7,   0,  GPS,  278.6, 113.10, 115.90, 121.900, 132.325, -0.142,       ,       ,      ,    4.2,  -83.3,    0.2,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       , 1849.0,       
2026-07-11, 06:37:32,  +00:00,  RACEC,   -1.3186386,   36.8135872,  5529.4, 30.33,  5514.7,  15.8,   0.00,   0.00,  -12.95,   2.14,   0.22,  -0.01,   0.00, 256.3, 269.6,  28.5,  13.8,  99.71, 105.65,     0.00,   64.83,   -1.11,  -20.01,    0.00,    0.00,   18.86,  5463.3,   0,  GPS,  278.6, 113.10, 115.90, 121.900, 132.325, -0.142,       ,       ,      ,    4.2,  -83.3,    0.2,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       , 1848.0,       
2026-07-11, 06:37:33,  +00:00,  RACEC,   -1.3186389,   36.8135872,  5529.4, 30.33,  5514.4,  15.8,   0.00,   0.00,  -14.04,   2.12,   0.18,  -0.01,  -0.01, 256.3, 269.6,  28.5,  13.4,  99.71, 105.65,     0.00,   64.83,   -1.11,  -20.02,    0.00,    0.00,   18.85,  5462.9,   0,  GPS,  278.6, 113.10, 115.90, 121.900, 132.325, -0.142,       ,       ,      ,    4.2,  -83.3,    0.2,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       , 1846.5,       
2026-07-11, 06:37:34,  +00:00,  RACEC,   -1.3186389,   36.8135872,  5529.4, 30.33,  5514.0,  15.8,   0.00,   0.00,  -13.77,   2.08,   0.19,  -0.00,   0.00, 256.3, 269.6,  28.5,  13.6,  99.71, 105.73,     0.00,   64.83,   -1.11,  -20.00,    0.00,    0.00,   18.85,  5462.5,   0,  GPS,  278.6, 113.10, 115.90, 121.900, 132.325, -0.142,       ,       ,      ,    4.2,  -83.3,    0.2,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       , 1845.0,       
2026-07-11, 06:37:35,  +00:00,  RACEC,   -1.3186394,   36.8135872,  5529.4, 30.33,  5513.5,  15.8,   0.00,   0.00,   -8.68,   2.03,   0.18,  -0.01,  -0.00, 256.4, 269.6,  28.5,  13.5,  99.71, 105.73,     0.00,   64.83,   -1.11,  -19.99,    0.00,    0.00,   18.84,  5462.1,   0,  GPS,  278.6, 113.10, 115.90, 121.900, 132.325, -0.142,       ,       ,      ,    4.2,  -83.3,    0.2,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       , 1843.5,       
2026-07-11, 06:37:36,  +00:00,  RACEC,   -1.3186394,   36.8135872,  5529.4, 30.33,  5513.4,  15.8,   0.00,   0.00,   -5.48,   1.99,   0.20,  -0.01,  -0.02, 256.3, 269.6,  28.5,  13.4,  99.71, 105.73,     0.00,   64.83,   -1.12,  -20.01,    0.00,    0.00,   18.84,  5461.9,   0,  GPS,  278.6, 113.10, 115.90, 121.900, 132.325, -0.142,       ,       ,      ,    4.2,  -83.3,    0.2,      0,  NONE,   NONE,      ,      ,   0.0,     3D, 1852,      ,       , 1842.5,       
2026-07-11, 06:37:37,  +00:00,  RACEC,   -1.3186400,   36.8135910,  5529.4, 30.33,  5513.2,  15.8,   0.00,   0.00,   -9.01,   1.99,   0.20,  -0.00,   0.00, 256.3, 269.6,  28.5,  13.1,  99.71, 105.81,     0.00,   64.83,   -1.11,  -20.01,    0.00,    0.00,   18.84,  5461.8,   0,  GPS,  278.6, 113.10, 115.90, 121.900, 132.325, -0.142,       ,       ,      ,    4.2,  -83.3,    0.2,      0,  NONE,   NONE,      ,      ,  -3.9,     3D, 1852,      ,       , 1840.5,       
2026-07-11, 06:37:38,  +00:00,  RACEC,   -1.3186402,   36.8135910,  5529.4, 30.33,  5513.0,  15.8,   0.00,   0.00,  -12.63,   1.98,   0.19,  -0.01,  -0.00, 256.4, 269.6,  28.5,  13.5,  99.71, 105.89,     0.00,   64.83,   -1.11,  -20.01,    0.00,    0.00,   18.83,  5461.6,   0,  GPS,  278.6, 113.10, 115.90, 121.900, 132.325, -0.142,       ,       ,      ,    4.2,  -83.3,    0.2,      0,  NONE,   NONE,      ,      ,   3.9,     3D, 1852,      ,       , 1839.0,       
