Lcl Date,Lcl Time,UTCOfst,AtvWpt,Latitude,Longitude,AltB,BaroA,AltMSL,OAT,IAS,GndSpd,VSpd,Pitch,Roll,LatAc,NormAc,HDG,TRK,volt1,amp1,FQtyL,FQtyR,E1 FFlow,E1 OilT,E1 OilP,E1 Torq,E1 NP,E1 NG,E1 ITT,AltGPS,TAS,HSIS,CRS,NAV1,NAV2,COM1,COM2,HCDI,VCDI,WndSpd,WndDr,WptDst,WptBrg,MagVar,AfcsOn,RollM,PitchM,RollC,PichC,VSpdG,GPSfix,HAL,VAL,HPLwas,HPLfd,VPLwas,AIRSPEED_AVG,ALTITUDE_AVG,FLAPS_AVG,SPEEDBRAKE_DEPLOYED,VERTICAL_ACCEL,TQ_AVG,VERTICAL_SPEED,VERTICAL_SPEED_SMOOTH,ACCEL_NORM_DIFF,ALTITUDE_AGL,IS_AIRBORNE,PHASE
7/25/2026, 05:14:36,  +00:00,  APNOM,-2.9436815,37.9140816,2373,29.92,2601,20.8,0,7.21,15.87,-0.69,0.77,0.04,0.04,9.2,8.8,28.5,1.8,64.97,63.16,17.35,166.25,87.39,116.81,1115.13,54.39,624.54,2537.9,0,  GPS,323.1,113.1,115.9,125.3,118,-0.004,       ,       ,      ,107.3,-36.9,-0.6,0,  NONE,   NONE,      ,      ,0,     3D,3704,      ,       ,84.5,       ,0,2601,0,FALSE,1,116.81,15.87,11.1,0.01,16.5,FALSE,GROUND
7/25/2026, 05:14:36,  +00:00,  APNOM,-2.9436498,37.9140854,2373,29.92,2601,20.8,0,7.15,12.55,-0.57,0.96,0,-0.05,13.8,12.6,28.5,1.7,64.09,63.76,17.35,166.25,87.36,116.81,1114.11,54.39,624.75,2537.9,0,  GPS,323.1,113.1,115.9,125.3,118,-0.005,       ,       ,      ,107.3,-36.9,-0.6,0,  NONE,   NONE,      ,      ,0,     3D,3704,      ,       ,84.5,       ,0,2601,0,FALSE,1,116.81,12.55,9.76,-0.09,16.5,FALSE,GROUND
7/25/2026, 05:14:38,  +00:00,  APNOM,-2.9436181,37.9141006,2374,29.92,2601,20.8,0,7.08,6.29,-1.05,1.69,-0.01,0,18.7,18.7,28.5,1.7,63.21,64.5,17.34,166.25,87.37,116.54,1114.15,54.36,624.96,2537.9,0,  GPS,323.1,113.1,115.9,125.3,118,-0.006,       ,       ,      ,107.3,-36.9,-0.6,0,  NONE,   NONE,      ,      ,0,     3D,3704,      ,       ,84.5,       ,0,2601,0,FALSE,1,116.54,6.29,8.424,0.05,16.5,FALSE,GROUND
7/25/2026, 05:14:39,  +00:00,  APNOM,-2.9435878,37.9141121,2374,29.92,2600.9,20.8,0,7.02,2.67,-1.07,1,0,0.02,24.3,23.1,28.6,1.7,62.33,65.1,17.31,166.24,87.35,115.91,1114.57,54.32,624.98,2537.8,0,  GPS,323.1,113.1,115.9,125.3,118,-0.007,       ,       ,      ,107.3,-36.9,-0.6,0,  NONE,   NONE,      ,      ,0,     3D,3704,      ,       ,84,       ,0,2600.9,0,FALSE,1,115.91,2.67,6.899,0.02,16.4,FALSE,GROUND
7/25/2026, 05:14:39,  +00:00,  APNOM,-2.9435589,37.9141235,2374,29.92,2600.8,20.8,0,7.08,1.05,-1.26,1.36,-0.01,-0.02,29.6,28.8,28.5,1.7,61.45,66,17.29,166.24,87.34,115.32,1114.03,54.26,625.04,2537.7,0,  GPS,323.1,113.1,115.9,125.3,118,-0.008,       ,       ,      ,107.3,-36.9,-0.6,0,  NONE,   NONE,      ,      ,-3.9,     3D,3704,      ,       ,84,       ,0,2600.8,0,FALSE,1,115.32,1.05,4.781,-0.04,16.3,FALSE,GROUND
7/25/2026, 05:14:41,  +00:00,  APNOM,-2.9435306,37.9141464,2373,29.92,2600.7,20.8,0,7.21,0.39,-1.25,1.38,0,-0.01,34.8,33.9,28.6,1.8,60.72,66.75,17.29,166.24,87.3,114.88,1113.52,54.24,625.18,2537.6,0,  GPS,323.1,113.1,115.9,125.3,118,-0.009,       ,       ,      ,107.3,-36.9,-0.6,0,  NONE,   NONE,      ,      ,-7.9,     3D,3704,      ,       ,84,       ,0,2600.7,0,FALSE,1,114.88,0.39,2.8,0.01,16.2,FALSE,GROUND
7/25/2026, 05:14:42,  +00:00,  APNOM,-2.9435036,37.9141655,2373,29.92,2600.6,20.8,0,7.37,0.14,-1,0.51,0.01,-0.03,40,38.3,28.6,1.6,60.72,66.75,17.28,166.24,87.34,114.82,1112.95,54.23,625.29,2537.5,0,  GPS,323.1,113.1,115.9,125.3,118,-0.01,       ,       ,      ,107.3,-36.9,-0.6,0,  NONE,   NONE,      ,      ,-7.9,     3D,3704,      ,       ,84,       ,0,2600.6,0,FALSE,1,114.82,0.14,1.017,-0.02,16.1,FALSE,GROUND
7/25/2026, 05:14:42,  +00:00,  APNOM,-2.9434791,37.9141884,2373,29.92,2600.5,20.8,0,7.39,-0.87,-0.57,0.64,0,-0.01,44.1,42.2,28.6,1.8,60.28,67.49,17.26,166.24,87.34,114.7,1111.86,54.19,625.07,2537.4,0,  GPS,323.1,113.1,115.9,125.3,118,-0.011,       ,       ,      ,107.3,-36.9,-0.6,0,  NONE,   NONE,      ,      ,0,     3D,3704,      ,       ,84,       ,0,2600.5,0,FALSE,1,114.7,-0.87,-0.319,0.02,16,FALSE,GROUND
7/25/2026, 05:14:44,  +00:00,  APNOM,-2.9434559,37.9142113,2373,29.92,2600.6,20.8,0,7.25,-5.97,-0.48,0.47,-0.02,-0.03,47.1,45.9,28.5,1.5,59.85,68.09,17.28,166.23,87.32,114.64,1111.16,54.19,625.07,2537.5,0,  GPS,323.1,113.1,115.9,125.3,118,-0.012,       ,       ,      ,107.3,-36.9,-0.6,0,  NONE,   NONE,      ,      ,3.9,     3D,3704,      ,       ,84,       ,0,2600.6,0,FALSE,1,114.64,-5.97,-0.981,-0.02,16.1,FALSE,GROUND
7/25/2026, 05:14:44,  +00:00,  APNOM,-2.9434338,37.914238,2373,29.92,2600.6,20.8,0,7.08,-4.12,-0.45,0.78,0,-0.03,49.5,48.1,28.6,1.7,59.72,68.39,17.28,166.22,87.38,114.46,1111.29,54.17,625.43,2537.4,0,  GPS,323.1,113.1,115.9,125.3,118,-0.013,       ,       ,      ,107.3,-36.9,-0.6,0,  NONE,   NONE,      ,      ,3.9,     3D,3704,      ,       ,84,       ,0,2600.6,0,FALSE,1,114.46,-4.12,-1.808,0,16.1,FALSE,GROUND
7/25/2026, 05:14:45,  +00:00,  APNOM,-2.943414,37.9142609,2373,29.92,2600.5,20.8,0,6.78,-1.96,-0.7,0.53,0.02,-0.02,51.5,50.7,28.6,1.8,59.72,68.69,17.26,166.21,87.51,114.14,1110.71,54.13,625.53,2537.4,0,  GPS,323.1,113.1,115.9,125.3,118,-0.014,       ,       ,      ,107.3,-36.9,-0.6,0,  NONE,   NONE,      ,      ,0,     3D,3704,      ,       ,84,       ,0,2600.5,0,FALSE,1,114.14,-1.96,-3.007,0.01,16,FALSE,GROUND
7/25/2026, 05:14:47,  +00:00,  APNOM,-2.9433956,37.9142876,2373,29.92,2600.3,20.8,0,6.45,-0.81,-1.27,0.92,0,0.03,54.3,53.8,28.6,1.8,59.85,68.69,17.25,166.2,87.44,113.96,1110.6,54.1,625.46,2537.2,0,  GPS,323.1,113.1,115.9,125.3,118,-0.015,       ,       ,      ,107.3,-36.9,-0.6,0,  NONE,   NONE,      ,      ,-3.9,     3D,3704,      ,       ,84,       ,0,2600.3,0,FALSE,1,113.96,-0.81,-3.962,0.05,15.8,FALSE,GROUND
7/25/2026, 05:14:47,  +00:00,  APNOM,-2.9433796,37.9143105,2373,29.92,2600.3,20.8,0,6.12,-0.33,-1,0.57,-0.02,-0.01,56,55.7,28.6,1.8,60.13,68.69,17.26,166.18,87.46,113.9,1110.43,54.1,625.59,2537.2,0,  GPS,323.1,113.1,115.9,125.3,118,-0.015,       ,       ,      ,107.3,-36.9,-0.6,0,  NONE,   NONE,      ,      ,0,     3D,3704,      ,       ,84,       ,0,2600.3,0,FALSE,1,113.9,-0.33,-4.084,-0.04,15.8,FALSE,GROUND
7/25/2026, 05:14:49,  +00:00,  APNOM,-2.9433646,37.9143295,2372,29.92,2600.3,20.8,0,5.7,-5.6,-1.16,0.44,-0.04,0.08,55.4,55.1,28.6,1.7,60.13,68.69,17.27,166.16,87.43,113.85,1110.43,54.11,625.96,2537.2,0,  GPS,323.1,113.1,115.9,125.3,118,-0.016,       ,       ,      ,107.3,-36.9,-0.6,0,  NONE,   NONE,      ,      ,0,     3D,3704,      ,       ,84,       ,0,2600.3,0,FALSE,1,113.85,-5.6,-3.552,0.09,15.8,FALSE,GROUND
7/25/2026, 05:14:50,  +00:00,  APNOM,-2.9433506,37.9143486,2372,29.92,2600.3,20.8,0,4.88,-10.94,-0.83,0.92,-0.07,0.08,51.2,51.5,28.6,1.6,60.57,68.39,17.28,166.14,87.4,113.99,1110.02,54.13,626.63,2537.2,0,  GPS,323.1,113.1,115.9,125.3,118,-0.017,       ,       ,      ,107.3,-36.9,-0.6,0,  NONE,   NONE,      ,      ,7.9,     3D,3704,      ,       ,84,       ,0,2600.3,0,FALSE,1,113.99,-10.94,-2.663,0,15.8,FALSE,GROUND
7/25/2026, 05:14:50,  +00:00,  APNOM,-2.9433358,37.91436,2373,29.92,2600.3,20.8,0,4.39,-9.16,-0.71,0.12,-0.04,0.02,45.4,44,28.6,1.9,61.01,68.09,17.28,166.11,87.34,117.2,1104.09,54.15,626.88,2537.2,0,  GPS,323.1,113.1,115.9,125.3,118,-0.017,       ,       ,      ,107.3,-36.9,-0.6,0,  NONE,   NONE,      ,      ,3.9,     3D,3704,      ,       ,84,       ,0,2600.3,0,FALSE,1,117.2,-9.16,-2.114,-0.06,15.8,FALSE,GROUND
7/25/2026, 05:14:52,  +00:00,  APNOM,-2.9433191,37.9143753,2373,29.92,2600.3,20.8,0,4.51,-1.08,-0.96,0.65,-0.07,-0.09,38.9,38.8,28.6,1.6,61.6,68.09,17.27,166.09,87.35,148.54,984.98,54.12,627.18,2537.2,0,  GPS,323.1,113.1,115.9,125.3,118,-0.018,       ,       ,      ,107.3,-36.9,-0.6,0,  NONE,   NONE,      ,      ,3.9,     3D,3704,      ,       ,84,       ,0,2600.3,0,FALSE,1,148.54,-1.08,-1.862,-0.11,15.8,FALSE,GROUND
7/25/2026, 05:14:53,  +00:00,  APNOM,-2.9433005,37.9143829,2373,29.92,2600.6,20.8,0,4.47,4.45,-0.8,0.74,-0.06,0.04,30.2,30.2,28.6,1.9,62.04,67.49,17.25,166.07,87.55,199,770.17,54.1,626.98,2537.5,0,  GPS,323.1,113.1,115.9,125.3,118,-0.019,       ,       ,      ,107.3,-36.9,-0.6,0,  NONE,   NONE,      ,      ,3.9,     3D,3704,      ,       ,84,       ,0,2600.6,0,FALSE,1,199,4.45,-1.759,0.13,16.1,FALSE,GROUND
7/25/2026, 05:14:53,  +00:00,  APNOM,-2.9432826,37.9143867,2373,29.92,2600.7,20.8,0,4.2,2.92,-0.98,1.09,-0.03,0.02,21.6,21.6,28.5,1.6,62.48,67.05,17.22,166.05,87.65,240.28,589.67,54.18,625.35,2537.6,0,  GPS,323.1,113.1,115.9,125.3,118,-0.019,       ,       ,      ,107.3,-36.9,-0.6,0,  NONE,   NONE,      ,      ,3.9,     3D,3704,      ,       ,84,       ,0,2600.7,0,FALSE,1,240.28,2.92,-1.702,-0.02,16.2,FALSE,GROUND
