Lcl Date,Lcl Time,UTCOfst,AtvWpt,Latitude,Longitude,AltB,BaroA,AltMSL,OAT,IAS,GndSpd,VSpd,Pitch,Roll,LatAc,NormAc,HDG,TRK,volt1,amp1,FQtyL,FQtyR,E1 FFlow,E1 OilT,E1 OilP,E1 Torq,E1 NP,E1 NG,E1 ITT,AltGPS,TAS,HSIS,CRS,NAV1,NAV2,COM1,COM2,HCDI,VCDI,WndSpd,WndDr,WptDst,WptBrg,MagVar,AfcsOn,RollM,PitchM,RollC,PichC,VSpdG,GPSfix,HAL,VAL,HPLwas,HPLfd,VPLwas,AIRSPEED_AVG,ALTITUDE_AVG,FLAPS_AVG,SPEEDBRAKE_DEPLOYED,VERTICAL_ACCEL,TQ_AVG,VERTICAL_SPEED,VERTICAL_SPEED_SMOOTH,ACCEL_NORM_DIFF,ALTITUDE_AGL,IS_AIRBORNE,PHASE
6/4/2025, 06:38:16,  +00:00,  RACEC,-1.3188223,36.8133583,5516.4,30.3,5500.2,35.0,0.0,0.0,-16.0,-0.44,-0.08,0.0,-0.01,90.0,268.7,28.2,34.5,101.94,88.86,16.74,72.05,99.42,144.68,876.48,54.46,600.43,5448.8,0,  GPS,277.8,110.3,115.9,121.9,118.0,-0.045,-6.8,3.35,127.9,4.2,-83.4,0.5,0,  NONE,   NONE,0,7,0.0,     3D,1852,      ,       ,135.5,       ,0.0,5500.2,0,False,1.0,144.68,-16.0,-16.0,,2.0999999999994543,False,GROUND
6/4/2025, 06:38:17,  +00:00,  RACEC,-1.3188223,36.8133583,5516.4,30.3,5500.1,34.8,0.0,0.0,-15.17,-0.43,-0.09,0.0,-0.01,90.0,268.7,28.2,33.2,101.94,88.86,16.72,72.14,99.51,137.27,914.01,54.49,601.34,5448.7,0,  GPS,277.8,110.3,115.9,121.9,118.0,-0.045,-6.8,3.35,127.9,4.2,-83.4,0.5,0,  NONE,   NONE,0,7,0.0,     3D,1852,      ,       ,135.5,       ,0.0,5500.1,0,False,1.0,137.27,-15.17,-15.17,0.0,2.0,False,GROUND
6/4/2025, 06:38:18,  +00:00,  RACEC,-1.3188223,36.8133583,5516.4,30.3,5500.0,34.8,0.0,0.0,-10.31,-0.45,-0.09,0.0,-0.01,90.0,268.7,28.2,33.0,101.94,88.86,16.71,72.24,99.55,132.19,941.14,54.5,602.28,5448.6,0,  GPS,277.8,110.3,115.9,121.9,118.0,-0.045,-6.8,3.35,127.9,4.2,-83.4,0.5,0,  NONE,   NONE,0,7,0.0,     3D,1852,      ,       ,135.5,       ,0.0,5500.0,0,False,1.0,132.19,-10.31,-10.31,0.0,1.8999999999996362,False,GROUND
6/4/2025, 06:38:19,  +00:00,  RACEC,-1.3188223,36.8133583,5516.4,30.3,5499.9,34.5,0.0,0.0,-8.35,-0.46,-0.07,0.0,-0.01,90.0,268.7,28.2,32.4,101.94,88.86,16.69,72.33,99.59,128.38,960.64,54.5,603.05,5448.4,0,  GPS,277.8,110.3,115.9,121.9,118.0,-0.045,-6.8,3.35,127.9,4.2,-83.4,0.5,0,  NONE,   NONE,0,7,0.0,     3D,1852,      ,       ,135.5,       ,0.0,5499.9,0,False,1.0,128.38,-8.35,-8.35,0.0,1.7999999999992724,False,GROUND
6/4/2025, 06:38:20,  +00:00,  RACEC,-1.3188219,36.8133583,5516.4,30.3,5499.7,34.2,0.0,0.0,-11.58,-0.47,-0.08,0.0,0.0,90.0,268.7,28.3,31.8,101.94,88.86,16.69,72.43,99.55,125.84,974.7,54.5,604.0,5448.2,0,  GPS,277.8,110.3,115.9,121.9,118.0,-0.045,-6.8,3.35,127.9,4.2,-83.4,0.5,0,  NONE,   NONE,0,7,0.0,     3D,1852,      ,       ,135.5,       ,0.0,5499.7,0,False,1.0,125.84,-11.58,-11.58,0.01,1.5999999999994543,False,GROUND
6/4/2025, 06:38:21,  +00:00,  RACEC,-1.3188223,36.8133583,5516.4,30.3,5499.5,34.0,0.0,0.0,-14.02,-0.48,-0.07,0.0,0.0,90.0,268.7,28.2,30.1,101.94,88.86,16.69,72.54,99.55,124.12,984.86,54.51,605.24,5448.1,0,  GPS,277.8,110.3,115.9,121.9,118.0,-0.045,-6.8,3.35,127.9,4.2,-83.4,0.5,0,  NONE,   NONE,0,7,0.0,     3D,1852,      ,       ,135.5,       ,0.0,5499.5,0,False,1.0,124.12,-14.02,-13.786000000000001,0.0,1.3999999999996362,False,GROUND
6/4/2025, 06:38:22,  +00:00,  RACEC,-1.3188219,36.8133583,5516.4,30.3,5499.4,33.8,0.0,0.0,-15.2,-0.48,-0.04,0.0,0.0,90.0,268.7,28.3,30.3,101.94,88.73,16.69,72.64,99.55,122.85,992.56,54.52,606.67,5448.0,0,  GPS,277.8,110.3,115.9,121.9,118.0,-0.045,-6.8,3.35,127.9,4.2,-83.4,0.5,0,  NONE,   NONE,0,7,0.0,     3D,1852,      ,       ,135.5,       ,0.0,5499.4,0,False,1.0,122.85,-15.2,-13.336000000000002,0.0,1.2999999999992724,False,GROUND
6/4/2025, 06:38:23,  +00:00,  RACEC,-1.3188219,36.8133583,5516.4,30.3,5499.3,33.8,0.0,0.0,-15.7,-0.51,-0.04,0.0,-0.01,90.1,268.7,28.3,30.4,101.94,88.73,16.69,72.75,99.51,122.17,998.59,54.52,607.86,5447.8,0,  GPS,277.8,110.3,115.9,121.9,118.0,-0.045,-6.8,3.35,127.9,4.2,-83.4,0.5,0,  NONE,   NONE,0,7,0.0,     3D,1852,      ,       ,135.5,       ,0.0,5499.3,0,False,1.0,122.17,-15.7,-12.843,-0.01,1.199999999999818,False,GROUND
6/4/2025, 06:38:24,  +00:00,  RACEC,-1.3188219,36.8133583,5516.4,30.3,5499.2,33.5,0.0,0.0,-15.89,-0.51,-0.07,0.0,0.0,90.1,268.7,28.3,31.0,101.94,88.61,16.69,72.86,99.47,122.01,1002.85,54.54,608.82,5447.8,0,  GPS,277.8,113.1,115.9,121.9,118.0,-0.045,-6.8,3.35,127.9,4.2,-83.4,0.5,0,  NONE,   NONE,0,7,0.0,     3D,1852,      ,       ,135.5,       ,0.0,5499.2,0,False,1.0,122.01,-15.89,-13.094,0.01,1.0999999999994543,False,GROUND
6/4/2025, 06:38:25,  +00:00,  RACEC,-1.3188217,36.8133583,5516.4,30.3,5499.2,33.2,0.0,0.0,-15.64,-0.51,-0.07,0.0,0.01,90.0,268.7,28.3,30.2,101.94,88.61,16.69,72.98,99.43,121.95,1006.04,54.56,609.52,5447.7,0,  GPS,277.8,113.1,115.9,121.9,118.0,-0.045,-6.8,3.35,127.9,4.2,-83.4,0.5,0,  NONE,   NONE,0,7,0.0,     3D,1852,      ,       ,135.5,       ,0.0,5499.2,0,False,1.0,121.95,-15.64,-13.718,0.01,1.0999999999994543,False,GROUND
6/4/2025, 06:38:26,  +00:00,  RACEC,-1.3188217,36.8133583,5516.4,30.3,5499.0,33.0,0.0,0.0,-11.5,-0.49,-0.05,0.0,-0.01,90.0,268.7,28.3,29.9,101.86,88.61,16.67,73.1,99.38,121.98,1008.45,54.59,610.36,5447.5,0,  GPS,277.8,113.1,115.9,121.9,118.0,-0.045,-6.8,3.35,127.9,4.2,-83.4,0.5,0,  NONE,   NONE,0,7,0.0,     3D,1852,      ,       ,135.5,       ,0.0,5499.0,0,False,1.0,121.98,-11.5,-14.072,-0.02,0.8999999999996362,False,GROUND
6/4/2025, 06:38:27,  +00:00,  RACEC,-1.3188217,36.8133583,5516.4,30.3,5498.9,32.8,0.0,0.0,-10.24,-0.49,-0.07,0.0,-0.01,90.1,268.7,28.4,29.7,101.86,88.61,16.66,73.23,99.34,121.87,1010.53,54.59,610.97,5447.4,0,  GPS,277.8,113.1,115.9,121.9,118.0,-0.045,-6.8,3.35,127.9,4.2,-83.4,0.5,0,  NONE,   NONE,0,7,0.0,     3D,1852,      ,       ,135.5,       ,0.0,5498.9,0,False,1.0,121.87,-10.24,-14.151999999999997,0.0,0.7999999999992724,False,GROUND
