Sample,Time(sec),Time(min),RawValue,TextValue,Units,SessionNum,SessionID,SessionType,Phase
907,3624,60.4,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
908,3628,60.47,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
909,3632,60.53,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
910,3636,60.6,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
911,3640,60.67,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
912,3644,60.73,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
913,3648,60.8,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
914,3652,60.87,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
915,3656,60.93,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
916,3660,61,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
917,3664,61.07,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
918,3668,61.13,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
919,3672,61.2,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
920,3676,61.27,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
921,3680,61.33,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
922,3684,61.4,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
923,3688,61.47,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
924,3692,61.53,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
925,3696,61.6,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
926,3700,61.67,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
927,3704,61.73,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
928,3708,61.8,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
929,3712,61.87,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
930,3716,61.93,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
931,3720,62,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
932,3724,62.07,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
933,3728,62.13,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
934,3732,62.2,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
935,3736,62.27,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
936,3740,62.33,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
937,3744,62.4,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
938,3748,62.47,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
939,3752,62.53,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
940,3756,62.6,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
941,3760,62.67,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
942,3764,62.73,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
943,3768,62.8,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
944,3772,62.87,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
945,3776,62.93,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
946,3780,63,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
947,3784,63.07,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
948,3788,63.13,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
949,3792,63.2,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
950,3796,63.27,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
951,3800,63.33,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
952,3804,63.4,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
953,3808,63.47,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
954,3812,63.53,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
955,3816,63.6,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
956,3820,63.67,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
957,3824,63.73,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
958,3828,63.8,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
959,3832,63.87,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
960,3836,63.93,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
961,3840,64,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
962,3844,64.07,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
963,3848,64.13,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
964,3852,64.2,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
965,3856,64.27,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
966,3860,64.33,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
967,3864,64.4,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
968,3868,64.47,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
969,3872,64.53,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
970,3876,64.6,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
971,3880,64.67,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
972,3884,64.73,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
973,3888,64.8,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
974,3892,64.87,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
975,3896,64.93,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
976,3900,65,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
977,3904,65.07,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
978,3908,65.13,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
979,3912,65.2,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
980,3916,65.27,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
981,3920,65.33,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
982,3924,65.4,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
983,3928,65.47,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
984,3932,65.53,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
985,3936,65.6,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
986,3940,65.67,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
987,3944,65.73,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
988,3948,65.8,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
989,3952,65.87,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
990,3956,65.93,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
991,3960,66,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
992,3964,66.07,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
993,3968,66.13,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
994,3972,66.2,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
995,3976,66.27,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
996,3980,66.33,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
997,3984,66.4,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
998,3988,66.47,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
999,3992,66.53,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1000,3996,66.6,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1001,4000,66.67,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1002,4004,66.73,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1003,4008,66.8,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1004,4012,66.87,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1005,4016,66.93,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1006,4020,67,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1007,4024,67.07,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1008,4028,67.13,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1009,4032,67.2,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1010,4036,67.27,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1011,4040,67.33,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1012,4044,67.4,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1013,4048,67.47,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1014,4052,67.53,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1015,4056,67.6,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1016,4060,67.67,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1017,4064,67.73,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1018,4068,67.8,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1019,4072,67.87,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1020,4076,67.93,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1021,4080,68,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1022,4084,68.07,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1023,4088,68.13,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1024,4092,68.2,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1025,4096,68.27,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1026,4100,68.33,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1027,4104,68.4,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1028,4108,68.47,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1029,4112,68.53,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1030,4116,68.6,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1031,4120,68.67,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1032,4124,68.73,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1033,4128,68.8,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1034,4132,68.87,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1035,4136,68.93,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1036,4140,69,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1037,4144,69.07,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1038,4148,69.13,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1039,4152,69.2,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1040,4156,69.27,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1041,4160,69.33,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1042,4164,69.4,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1043,4168,69.47,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1044,4172,69.53,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1045,4176,69.6,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1046,4180,69.67,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1047,4184,69.73,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1048,4188,69.8,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1049,4192,69.87,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1050,4196,69.93,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1051,4200,70,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1052,4204,70.07,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1053,4208,70.13,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1054,4212,70.2,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1055,4216,70.27,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1056,4220,70.33,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1057,4224,70.4,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1058,4228,70.47,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1059,4232,70.53,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1060,4236,70.6,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1061,4240,70.67,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1062,4244,70.73,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1063,4248,70.8,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1064,4252,70.87,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1065,4256,70.93,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1066,4260,71,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1067,4264,71.07,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1068,4268,71.13,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1069,4272,71.2,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1070,4276,71.27,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1071,4280,71.33,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1072,4284,71.4,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1073,4288,71.47,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1074,4292,71.53,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1075,4296,71.6,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1076,4300,71.67,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1077,4304,71.73,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1078,4308,71.8,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1079,4312,71.87,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1080,4316,71.93,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1081,4320,72,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1082,4324,72.07,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1083,4328,72.13,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1084,4332,72.2,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1085,4336,72.27,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1086,4340,72.33,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1087,4344,72.4,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1088,4348,72.47,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1089,4352,72.53,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1090,4356,72.6,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1091,4360,72.67,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1092,4364,72.73,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1093,4368,72.8,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1094,4372,72.87,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1095,4376,72.93,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1096,4380,73,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1097,4384,73.07,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1098,4388,73.13,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1099,4392,73.2,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1100,4396,73.27,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1101,4400,73.33,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1102,4404,73.4,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1103,4408,73.47,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1104,4412,73.53,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1105,4416,73.6,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1106,4420,73.67,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1107,4424,73.73,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1108,4428,73.8,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1109,4432,73.87,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1110,4436,73.93,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1111,4440,74,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1112,4444,74.07,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1113,4448,74.13,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1114,4452,74.2,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1115,4456,74.27,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1116,4460,74.33,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1117,4464,74.4,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1118,4468,74.47,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1119,4472,74.53,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1120,4476,74.6,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1121,4480,74.67,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1122,4484,74.73,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1123,4488,74.8,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1124,4492,74.87,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1125,4496,74.93,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1126,4500,75,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1127,4504,75.07,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1128,4508,75.13,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1129,4512,75.2,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1130,4516,75.27,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1131,4520,75.33,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1132,4524,75.4,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1133,4528,75.47,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1134,4532,75.53,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1135,4536,75.6,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1136,4540,75.67,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1137,4544,75.73,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1138,4548,75.8,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1139,4552,75.87,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1140,4556,75.93,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1141,4560,76,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1142,4564,76.07,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1143,4568,76.13,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1144,4572,76.2,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1145,4576,76.27,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1146,4580,76.33,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1147,4584,76.4,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1148,4588,76.47,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1149,4592,76.53,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1150,4596,76.6,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1151,4600,76.67,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1152,4604,76.73,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1153,4608,76.8,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1154,4612,76.87,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1155,4616,76.93,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1156,4620,77,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1157,4624,77.07,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1158,4628,77.13,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1159,4632,77.2,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1160,4636,77.27,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1161,4640,77.33,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1162,4644,77.4,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1163,4648,77.47,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1164,4652,77.53,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1165,4656,77.6,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1166,4660,77.67,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1167,4664,77.73,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1168,4668,77.8,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1169,4672,77.87,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1170,4676,77.93,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1171,4680,78,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1172,4684,78.07,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1173,4688,78.13,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1174,4692,78.2,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1175,4696,78.27,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1176,4700,78.33,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1177,4704,78.4,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1178,4708,78.47,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1179,4712,78.53,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1180,4716,78.6,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1181,4720,78.67,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1182,4724,78.73,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1183,4728,78.8,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1184,4732,78.87,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1185,4736,78.93,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1186,4740,79,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1187,4744,79.07,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1188,4748,79.13,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1189,4752,79.2,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1190,4756,79.27,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1191,4760,79.33,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1192,4764,79.4,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1193,4768,79.47,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1194,4772,79.53,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1195,4776,79.6,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1196,4780,79.67,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1197,4784,79.73,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1198,4788,79.8,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1199,4792,79.87,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1200,4796,79.93,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1201,4800,80,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1202,4804,80.07,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1203,4808,80.13,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1204,4812,80.2,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1205,4816,80.27,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1206,4820,80.33,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1207,4824,80.4,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1208,4828,80.47,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1209,4832,80.53,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1210,4836,80.6,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1211,4840,80.67,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1212,4844,80.73,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1213,4848,80.8,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1214,4852,80.87,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1215,4856,80.93,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1216,4860,81,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1217,4864,81.07,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1218,4868,81.13,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
1219,4872,81.2,0,Not OFF,NA,2,FLIGHT_2,FLIGHT,CRUISE
